event_id,subscription_id,customer_id,event_at,event_type,plan_id,seats,mrr,billing_interval,notes
183,77,73,2024-11-28,plan_upgraded,3,4,396.00,monthly,
184,77,73,2024-12-08,seats_expanded,3,5,495.00,monthly,
185,77,73,2025-10-24,seats_expanded,3,6,594.00,monthly,
186,77,73,2025-12-13,seats_expanded,3,7,693.00,monthly,
187,78,74,2023-05-19,created,3,10,825.00,annual,
188,78,74,2023-09-19,cancelled,3,10,0.00,annual,competitor
189,79,74,2023-12-17,reactivated,3,7,577.50,annual,
190,79,74,2024-09-28,cancelled,3,7,0.00,annual,low_adoption
191,80,75,2025-09-24,created,1,3,87.00,monthly,
192,80,75,2026-01-16,cancelled,1,3,0.00,monthly,competitor
193,81,76,2025-03-28,created,4,240,29800.00,annual,
194,81,76,2025-09-02,plan_downgraded,3,240,19800.00,annual,
195,81,76,2025-11-11,seats_contracted,3,186,15345.00,annual,
196,82,77,2024-11-06,created,3,32,3168.00,monthly,
197,82,77,2025-11-17,seats_contracted,3,28,2772.00,monthly,
198,83,78,2023-04-30,created,2,4,196.67,annual,
199,83,78,2023-12-31,cancelled,2,4,0.00,annual,low_adoption
200,84,79,2025-10-16,created,2,9,442.50,annual,
201,84,79,2026-01-06,seats_expanded,2,11,540.83,annual,
202,84,79,2026-02-14,plan_upgraded,3,11,907.50,annual,
203,85,80,2025-10-11,created,1,6,174.00,monthly,
204,85,80,2026-06-24,seats_expanded,1,7,203.00,monthly,
205,86,81,2025-08-25,created,1,7,203.00,monthly,
206,86,81,2026-05-19,plan_upgraded,2,7,413.00,monthly,
207,87,82,2026-06-09,created,3,20,1650.00,annual,
208,88,83,2025-03-27,created,1,10,290.00,monthly,
209,88,83,2025-06-30,seats_contracted,1,8,232.00,monthly,
210,88,83,2026-01-14,cancelled,1,8,0.00,monthly,missing_features
211,89,84,2026-06-22,created,1,2,58.00,monthly,
212,89,84,2026-08-30,cancelled,1,2,0.00,monthly,internal_tool
213,90,85,2023-08-05,created,3,8,660.00,annual,
214,90,85,2024-03-14,seats_expanded,3,10,825.00,annual,
215,90,85,2024-06-22,seats_contracted,3,8,660.00,annual,
216,90,85,2025-05-16,seats_expanded,3,9,742.50,annual,
217,91,86,2024-12-03,created,2,17,835.83,annual,
218,91,86,2025-05-20,seats_contracted,2,13,639.17,annual,
219,92,87,2024-09-12,created,2,7,413.00,monthly,
220,92,87,2025-01-01,plan_upgraded,3,7,693.00,monthly,
221,92,87,2025-02-23,cancelled,3,7,0.00,monthly,low_adoption
222,93,88,2025-04-01,created,3,461,38032.50,annual,
223,93,88,2025-08-09,seats_contracted,3,383,31597.50,annual,
224,93,88,2025-09-05,seats_expanded,3,437,36052.50,annual,
225,93,88,2026-07-23,seats_contracted,3,351,28957.50,annual,
226,94,89,2025-02-04,created,3,60,5940.00,monthly,
227,94,89,2025-07-11,seats_expanded,3,65,6435.00,monthly,
228,94,89,2025-09-23,plan_upgraded,4,65,8070.83,annual,
229,94,89,2026-05-07,seats_expanded,4,69,8567.50,annual,
230,95,90,2024-11-20,created,1,5,145.00,monthly,
231,95,90,2026-05-14,cancelled,1,5,0.00,monthly,company_closed
232,96,91,2023-07-16,created,4,106,13161.67,annual,
233,96,91,2024-01-12,seats_expanded,4,117,14527.50,annual,
234,96,91,2024-04-08,seats_expanded,4,141,17507.50,annual,
235,96,91,2025-02-28,seats_contracted,4,110,13658.33,annual,
236,97,92,2023-08-21,created,3,4,396.00,monthly,
237,97,92,2023-12-20,seats_expanded,3,5,495.00,monthly,
238,97,92,2024-03-04,seats_expanded,3,6,594.00,monthly,
239,97,92,2024-07-26,seats_expanded,3,7,693.00,monthly,
240,97,92,2024-08-01,seats_expanded,3,8,792.00,monthly,
241,97,92,2024-09-10,seats_expanded,3,10,990.00,monthly,
242,97,92,2024-12-11,cancelled,3,10,0.00,monthly,low_adoption
243,98,93,2023-01-07,created,2,50,2458.33,annual,
244,98,93,2023-06-24,plan_upgraded,3,50,4125.00,annual,
245,98,93,2024-07-20,seats_expanded,3,59,4867.50,annual,
246,98,93,2024-11-26,plan_upgraded,4,59,7325.83,annual,
247,98,93,2025-03-02,seats_expanded,4,63,7822.50,annual,
248,98,93,2025-07-02,seats_expanded,4,68,8443.33,annual,
249,98,93,2026-02-10,seats_expanded,4,76,9436.67,annual,
250,98,93,2026-03-26,seats_expanded,4,88,10926.67,annual,
251,99,94,2024-05-07,created,4,148,18376.67,annual,
252,99,94,2024-08-09,seats_expanded,4,160,19866.67,annual,
253,99,94,2025-04-22,seats_expanded,4,185,22970.83,annual,
254,99,94,2026-02-19,seats_expanded,4,202,25081.67,annual,
255,100,95,2025-02-07,created,4,227,28185.83,annual,
256,100,95,2025-10-07,seats_expanded,4,250,31041.67,annual,
257,100,95,2026-03-26,seats_expanded,4,294,36505.00,annual,
258,100,95,2026-07-25,seats_contracted,4,228,28310.00,annual,
259,101,96,2023-08-10,created,2,8,472.00,monthly,
260,101,96,2024-07-04,seats_expanded,2,9,531.00,monthly,
261,101,96,2024-08-06,seats_expanded,2,10,590.00,monthly,
262,101,96,2024-09-10,seats_expanded,2,11,649.00,monthly,
263,101,96,2025-02-23,plan_downgraded,1,10,290.00,monthly,
264,101,96,2026-08-17,seats_contracted,1,8,232.00,monthly,
265,102,97,2023-11-19,created,4,209,25950.83,annual,
266,102,97,2024-11-15,seats_expanded,4,243,30172.50,annual,
267,102,97,2025-05-13,seats_expanded,4,290,36008.33,annual,
268,103,98,2024-11-22,created,1,4,116.00,monthly,
269,103,98,2025-01-06,seats_expanded,1,5,145.00,monthly,
270,103,98,2025-05-14,seats_expanded,1,6,174.00,monthly,
271,104,99,2026-05-30,created,3,8,792.00,monthly,
272,104,99,2026-06-07,seats_expanded,3,9,891.00,monthly,
273,105,100,2024-09-05,created,1,3,87.00,monthly,
274,105,100,2025-01-10,plan_upgraded,2,3,177.00,monthly,
275,105,100,2026-05-22,cancelled,2,3,0.00,monthly,low_adoption
276,106,101,2024-12-13,created,4,189,23467.50,annual,
277,106,101,2026-04-11,seats_expanded,4,219,27192.50,annual,
278,107,102,2025-11-24,created,4,105,13037.50,annual,
279,108,103,2025-12-16,created,2,11,649.00,monthly,
280,108,103,2026-01-31,plan_upgraded,3,11,1089.00,monthly,
281,109,104,2023-07-24,created,2,6,354.00,monthly,
282,109,104,2023-11-14,plan_upgraded,3,6,594.00,monthly,
283,109,104,2024-06-11,cancelled,3,6,0.00,monthly,low_adoption
284,110,105,2025-08-11,created,2,21,1239.00,monthly,
285,110,105,2025-10-28,cancelled,2,21,0.00,monthly,competitor
286,111,106,2024-08-15,created,1,4,116.00,monthly,
287,111,106,2025-08-03,seats_expanded,1,5,145.00,monthly,
288,111,106,2025-10-29,seats_contracted,1,4,116.00,monthly,
289,112,107,2025-05-15,created,3,16,1584.00,monthly,
290,112,107,2026-02-18,seats_expanded,3,18,1782.00,monthly,
291,113,108,2026-02-18,created,1,9,261.00,monthly,
292,113,108,2026-05-23,cancelled,1,9,0.00,monthly,competitor
293,114,109,2025-05-22,created,1,10,290.00,monthly,
294,115,110,2024-09-09,created,2,8,472.00,monthly,
295,115,110,2025-12-24,seats_expanded,2,10,590.00,monthly,
296,115,110,2026-06-13,cancelled,2,10,0.00,monthly,missing_features
297,116,111,2025-04-12,created,2,14,826.00,monthly,
298,116,111,2025-11-18,seats_expanded,2,15,885.00,monthly,
299,117,112,2024-03-30,created,2,10,590.00,monthly,
300,117,112,2025-01-24,plan_upgraded,3,10,990.00,monthly,
301,117,112,2025-08-05,seats_expanded,3,12,1188.00,monthly,
302,117,112,2026-07-03,seats_expanded,3,13,1287.00,monthly,
303,117,112,2026-08-28,plan_upgraded,4,13,1614.17,annual,
304,118,113,2026-04-11,created,4,102,12665.00,annual,
305,119,114,2024-06-11,created,1,4,116.00,monthly,
306,119,114,2024-09-19,cancelled,1,4,0.00,monthly,price
307,120,115,2024-08-02,created,2,12,590.00,annual,
308,120,115,2024-09-26,seats_contracted,2,11,540.83,annual,
309,120,115,2025-07-29,cancelled,2,11,0.00,annual,internal_tool
310,121,116,2025-11-03,created,2,14,826.00,monthly,
311,121,116,2026-02-05,plan_upgraded,3,14,1386.00,monthly,
312,122,117,2025-01-31,created,2,18,1062.00,monthly,
313,122,117,2025-11-05,seats_expanded,2,20,1180.00,monthly,
314,122,117,2025-12-21,plan_upgraded,3,20,1980.00,monthly,
315,122,117,2026-05-19,seats_expanded,3,22,2178.00,monthly,
316,123,118,2024-09-02,created,4,611,75865.83,annual,
317,123,118,2025-08-28,seats_expanded,4,729,90517.50,annual,
318,123,118,2025-12-01,seats_expanded,4,805,99954.17,annual,
319,124,119,2025-01-27,created,4,202,25081.67,annual,
320,124,119,2026-07-04,seats_expanded,4,229,28434.17,annual,
321,125,120,2024-05-13,created,4,25,3104.17,annual,
322,125,120,2024-08-28,seats_contracted,4,22,2731.67,annual,
323,125,120,2025-05-26,seats_expanded,4,25,3104.17,annual,
324,125,120,2025-12-26,seats_contracted,4,23,2855.83,annual,
325,126,121,2026-03-08,created,1,10,290.00,monthly,
326,127,122,2024-04-17,created,3,307,25327.50,annual,
327,127,122,2024-07-30,seats_contracted,3,273,22522.50,annual,
328,127,122,2025-06-22,plan_upgraded,4,273,33897.50,annual,
329,127,122,2026-02-08,seats_expanded,4,330,40975.00,annual,
330,128,123,2025-02-09,created,1,10,290.00,monthly,
331,128,123,2026-01-12,seats_contracted,1,9,261.00,monthly,
332,129,124,2026-05-28,created,1,10,290.00,monthly,
333,130,125,2024-10-24,created,1,7,203.00,monthly,
334,130,125,2025-10-04,seats_expanded,1,8,232.00,monthly,
335,130,125,2026-04-10,cancelled,1,8,0.00,monthly,internal_tool
336,131,126,2026-02-12,created,1,9,261.00,monthly,
337,132,127,2024-06-08,created,1,10,290.00,monthly,
338,132,127,2024-08-31,seats_contracted,1,8,232.00,monthly,
339,132,127,2024-11-11,seats_expanded,1,9,261.00,monthly,
340,132,127,2024-12-16,cancelled,1,9,0.00,monthly,competitor
341,133,128,2023-12-05,created,2,27,1327.50,annual,
342,133,128,2024-02-08,seats_contracted,2,24,1180.00,annual,
343,133,128,2024-08-05,plan_upgraded,3,24,1980.00,annual,
344,133,128,2025-03-26,seats_expanded,3,29,2392.50,annual,
345,133,128,2025-07-08,seats_expanded,3,35,2887.50,annual,
346,133,128,2026-04-10,plan_upgraded,4,35,4345.83,annual,
347,134,129,2026-02-18,created,4,123,15272.50,annual,
348,134,129,2026-05-09,seats_contracted,4,102,12665.00,annual,
349,135,130,2026-05-23,created,1,4,116.00,monthly,
350,136,131,2025-01-31,created,2,7,413.00,monthly,
351,136,131,2025-07-31,plan_downgraded,1,7,203.00,monthly,
352,136,131,2026-01-19,seats_expanded,1,8,232.00,monthly,
353,137,132,2025-01-07,created,1,6,174.00,monthly,
354,137,132,2025-12-13,cancelled,1,6,0.00,monthly,missing_features
355,138,133,2024-12-03,created,2,26,1278.33,annual,
356,138,133,2025-03-25,seats_expanded,2,31,1524.17,annual,
357,138,133,2025-10-02,seats_expanded,2,35,1720.83,annual,
358,139,134,2025-07-13,created,1,7,203.00,monthly,
359,139,134,2025-12-04,seats_contracted,1,6,174.00,monthly,
360,140,135,2024-09-11,created,4,612,75990.00,annual,
361,140,135,2025-03-14,seats_expanded,4,662,82198.33,annual,
362,140,135,2026-05-17,plan_downgraded,3,662,54615.00,annual,
363,141,136,2026-02-17,created,2,8,472.00,monthly,
364,141,136,2026-08-18,cancelled,2,8,0.00,monthly,low_adoption
365,142,137,2025-12-29,created,2,9,531.00,monthly,
366,142,137,2026-03-16,cancelled,2,9,0.00,monthly,competitor
367,143,138,2026-04-25,created,1,2,58.00,monthly,
368,143,138,2026-06-03,seats_expanded,1,3,87.00,monthly,
369,144,139,2025-07-21,created,4,34,4221.67,annual,
370,145,140,2025-01-17,created,3,112,9240.00,annual,
371,145,140,2025-03-26,plan_upgraded,4,112,13906.67,annual,
372,145,140,2025-06-13,seats_expanded,4,132,16390.00,annual,
373,145,140,2026-02-24,seats_contracted,4,108,13410.00,annual,
374,146,141,2023-10-30,created,3,3,247.50,annual,
375,146,141,2025-06-20,plan_upgraded,4,3,372.50,annual,
376,147,142,2026-07-05,created,2,18,1062.00,monthly,
377,148,143,2026-03-24,created,1,3,87.00,monthly,
378,149,144,2023-05-02,created,3,18,1782.00,monthly,
379,149,144,2025-01-14,plan_upgraded,4,18,2235.00,annual,
380,149,144,2026-04-30,plan_downgraded,3,18,1485.00,annual,
381,149,144,2026-08-30,seats_expanded,3,22,1815.00,annual,
382,150,145,2023-01-04,created,1,10,290.00,monthly,
383,150,145,2023-06-02,cancelled,1,10,0.00,monthly,low_adoption
384,151,146,2026-01-17,created,2,27,1327.50,annual,
385,151,146,2026-04-19,plan_upgraded,3,27,2227.50,annual,
386,152,147,2023-02-08,created,1,2,58.00,monthly,
387,152,147,2025-01-18,seats_expanded,1,3,87.00,monthly,
388,152,147,2025-07-23,seats_expanded,1,4,116.00,monthly,
389,152,147,2026-05-31,plan_upgraded,2,4,236.00,monthly,
390,153,148,2023-02-10,created,2,38,1868.33,annual,
391,153,148,2023-03-13,seats_expanded,2,44,2163.33,annual,
392,153,148,2023-06-13,plan_downgraded,1,10,290.00,monthly,
393,153,148,2025-11-16,plan_upgraded,2,10,590.00,monthly,
394,154,149,2024-04-15,created,2,30,1475.00,annual,
395,154,149,2025-11-29,seats_expanded,2,33,1622.50,annual,
396,154,149,2025-12-03,cancelled,2,33,0.00,annual,competitor
397,155,150,2024-10-04,created,3,56,5544.00,monthly,
398,155,150,2025-02-23,plan_upgraded,4,56,6953.33,annual,
399,155,150,2025-05-11,seats_contracted,4,47,5835.83,annual,
400,155,150,2026-01-05,seats_expanded,4,54,6705.00,annual,
401,156,151,2025-07-05,created,2,5,295.00,monthly,
402,156,151,2025-09-24,cancelled,2,5,0.00,monthly,price
403,157,152,2024-01-23,created,1,4,116.00,monthly,
404,157,152,2024-02-26,seats_contracted,1,3,87.00,monthly,
405,157,152,2024-08-31,plan_upgraded,2,3,177.00,monthly,
406,157,152,2025-02-05,seats_expanded,2,4,236.00,monthly,
407,157,152,2025-09-15,seats_expanded,2,5,295.00,monthly,
408,157,152,2025-11-30,seats_contracted,2,4,236.00,monthly,
409,157,152,2026-05-03,plan_downgraded,1,4,116.00,monthly,
410,157,152,2026-07-28,plan_upgraded,2,4,236.00,monthly,
411,158,153,2023-10-29,created,1,7,203.00,monthly,
412,158,153,2023-12-31,seats_expanded,1,8,232.00,monthly,
413,158,153,2024-01-25,seats_expanded,1,9,261.00,monthly,
414,158,153,2024-05-16,seats_expanded,1,10,290.00,monthly,
415,158,153,2024-11-16,cancelled,1,10,0.00,monthly,low_adoption
416,159,154,2026-03-11,created,1,2,58.00,monthly,
417,159,154,2026-05-25,cancelled,1,2,0.00,monthly,internal_tool
418,160,155,2024-09-09,created,1,7,203.00,monthly,
419,160,155,2024-10-15,seats_contracted,1,6,174.00,monthly,
420,160,155,2024-12-15,plan_upgraded,2,6,354.00,monthly,
421,160,155,2025-11-06,cancelled,2,6,0.00,monthly,low_adoption
422,161,156,2025-03-21,created,3,5,412.50,annual,
423,161,156,2025-06-02,seats_expanded,3,6,495.00,annual,
424,161,156,2025-08-06,seats_expanded,3,7,577.50,annual,
425,161,156,2025-12-31,seats_expanded,3,8,660.00,annual,
426,161,156,2026-06-21,plan_upgraded,4,8,993.33,annual,
427,162,157,2025-12-22,created,4,250,31041.67,annual,
428,162,157,2026-04-03,seats_expanded,4,293,36380.83,annual,
429,163,158,2026-05-21,created,1,10,290.00,monthly,
430,163,158,2026-07-28,cancelled,1,10,0.00,monthly,internal_tool
431,164,159,2025-10-04,created,2,13,639.17,annual,
432,164,159,2026-06-23,seats_expanded,2,15,737.50,annual,
433,165,160,2025-08-24,created,2,6,295.00,annual,
434,165,160,2025-12-12,plan_downgraded,1,6,174.00,monthly,
435,166,161,2026-06-25,created,2,8,472.00,monthly,
436,166,161,2026-07-29,seats_expanded,2,9,531.00,monthly,
437,167,162,2026-01-16,created,1,10,290.00,monthly,
438,167,162,2026-08-26,cancelled,1,10,0.00,monthly,price
439,168,163,2024-10-06,created,2,27,1327.50,annual,
440,168,163,2025-05-02,cancelled,2,27,0.00,annual,price
441,169,164,2025-04-13,created,1,9,261.00,monthly,
442,169,164,2026-08-19,seats_expanded,1,10,290.00,monthly,
