usage_id,customer_id,subscription_id,usage_date,active_seats,licensed_seats,work_items_completed,api_calls,session_minutes
200,2,3,2025-05-28,6,6,33,0,113
201,2,3,2025-05-29,5,6,26,0,104
202,2,3,2025-05-30,6,6,26,0,138
203,2,3,2025-05-31,3,6,16,0,49
204,2,3,2025-06-03,6,6,34,0,121
205,2,3,2025-06-04,6,6,19,0,113
206,2,3,2025-06-05,6,6,36,0,168
207,2,3,2025-06-08,6,6,31,0,141
208,2,3,2025-06-09,5,6,22,0,70
209,2,3,2025-06-11,4,6,18,0,80
210,2,3,2025-06-12,4,6,18,0,125
211,2,3,2025-06-13,5,6,26,0,122
212,2,3,2025-06-16,6,6,38,0,134
213,2,3,2025-06-17,6,6,42,0,118
214,2,3,2025-06-18,3,6,14,0,67
215,2,3,2025-06-19,6,6,30,0,145
216,2,3,2025-06-20,4,6,27,0,77
217,2,3,2025-06-23,6,6,24,0,157
218,2,3,2025-06-24,6,6,28,0,132
219,2,3,2025-06-25,6,6,34,0,96
220,2,3,2025-06-30,6,6,25,0,152
221,2,3,2025-07-01,5,5,17,0,94
222,2,3,2025-07-02,3,5,12,0,53
223,2,3,2025-07-03,5,5,24,0,84
224,2,3,2025-07-04,5,5,21,0,103
225,2,3,2025-07-07,5,5,19,0,123
226,2,3,2025-07-08,3,5,13,0,32
227,2,3,2025-07-09,4,5,19,0,96
228,2,3,2025-07-10,5,5,24,0,99
229,2,3,2025-07-14,5,5,24,0,150
230,2,3,2025-07-15,5,5,24,0,135
231,2,3,2025-07-16,3,5,12,0,59
232,2,3,2025-07-17,5,5,25,0,78
233,2,3,2025-07-21,5,5,26,0,112
234,2,3,2025-07-24,5,5,30,0,104
235,2,3,2025-07-29,5,5,27,0,125
236,2,3,2025-07-31,3,5,14,0,40
237,2,3,2025-08-01,5,5,32,0,102
238,2,3,2025-08-04,5,5,21,0,108
239,2,3,2025-08-05,5,5,23,0,123
240,2,3,2025-08-08,4,5,22,0,98
241,2,3,2025-08-11,5,5,26,0,121
242,2,3,2025-08-13,5,5,23,0,127
243,2,3,2025-08-14,4,5,20,0,120
244,2,3,2025-08-15,5,5,30,0,99
245,2,3,2025-08-16,5,5,31,0,98
246,2,3,2025-08-18,4,5,22,0,111
247,2,3,2025-08-19,4,5,16,0,86
248,2,3,2025-08-20,5,5,17,0,92
249,2,3,2025-08-22,4,5,19,0,79
250,2,3,2025-08-23,3,5,17,0,67
251,2,3,2025-08-25,4,5,24,0,52
252,2,3,2025-08-26,5,5,29,0,86
253,2,3,2025-08-28,5,5,24,0,116
254,2,3,2025-08-29,5,5,27,0,70
255,2,3,2025-09-01,3,5,14,0,73
256,2,3,2025-09-03,5,5,28,0,108
257,2,3,2025-09-04,3,5,19,0,91
258,2,3,2025-09-05,5,5,33,0,86
259,2,3,2025-09-07,3,5,18,0,20
260,2,3,2025-09-09,3,5,11,0,55
261,2,3,2025-09-10,5,5,25,0,86
262,2,3,2025-09-12,4,5,21,0,86
263,2,3,2025-09-16,5,5,23,0,106
264,2,3,2025-09-17,5,5,27,0,135
265,2,3,2025-09-18,5,5,31,0,129
266,2,3,2025-09-19,3,5,11,0,39
267,2,3,2025-09-22,3,5,15,0,68
268,2,3,2025-09-23,4,5,24,0,92
269,2,3,2025-09-25,5,5,23,0,108
270,2,3,2025-09-26,5,5,21,0,95
271,2,3,2025-10-02,4,5,16,0,103
272,2,3,2025-10-03,4,5,20,0,121
273,2,3,2025-10-07,5,5,31,0,122
274,2,3,2025-10-08,5,5,22,0,94
275,2,3,2025-10-10,5,5,25,0,110
276,2,3,2025-10-11,3,5,14,0,53
277,2,3,2025-10-13,5,5,24,0,118
278,2,3,2025-10-14,5,5,18,0,108
279,2,3,2025-10-15,3,5,15,0,69
280,2,3,2025-10-16,5,5,26,0,105
281,2,3,2025-10-17,5,5,30,0,92
282,2,3,2025-10-19,3,5,13,0,72
283,2,3,2025-10-21,5,5,23,0,113
284,2,3,2025-10-23,5,5,35,0,107
285,2,3,2025-10-26,3,5,15,0,83
286,2,3,2025-10-27,5,5,30,0,108
287,2,3,2025-10-28,3,5,19,0,71
288,2,3,2025-10-29,5,5,24,0,98
289,2,3,2025-11-03,4,5,17,0,116
290,2,3,2025-11-05,3,5,14,0,88
291,2,3,2025-11-06,5,5,27,0,98
292,2,3,2025-11-10,5,5,25,0,107
293,2,3,2025-11-11,5,5,22,0,99
294,2,3,2025-11-13,5,5,25,0,49
295,2,3,2025-11-14,3,5,16,0,77
296,2,3,2025-11-17,3,5,11,0,46
297,2,3,2025-11-20,5,5,22,0,118
298,2,3,2025-11-23,4,5,20,0,86
299,2,3,2025-11-24,5,5,27,0,99
300,2,3,2025-11-25,3,5,15,0,79
301,2,3,2025-11-26,4,5,23,0,94
302,2,3,2025-12-01,5,5,31,0,100
303,2,3,2025-12-02,5,5,29,0,109
304,2,3,2025-12-03,5,5,25,0,109
305,2,3,2025-12-05,3,5,17,0,50
306,2,3,2025-12-06,5,5,32,0,120
307,2,3,2025-12-09,3,5,15,0,69
308,2,3,2025-12-10,4,5,18,0,105
309,2,3,2025-12-15,5,5,28,0,95
310,2,3,2025-12-16,5,5,25,0,103
311,2,3,2025-12-22,5,5,29,0,86
312,2,3,2025-12-23,3,5,14,0,93
313,2,3,2025-12-25,3,5,15,0,43
314,2,3,2025-12-26,4,5,18,0,94
315,2,3,2025-12-28,5,5,24,0,95
316,2,3,2025-12-29,5,5,31,0,113
317,2,3,2025-12-30,5,5,28,0,71
318,2,3,2025-12-31,5,5,20,0,96
319,2,3,2026-01-01,3,5,15,0,78
320,2,3,2026-01-05,3,5,15,0,102
321,2,3,2026-01-06,5,5,24,0,106
322,2,3,2026-01-11,4,5,13,0,131
323,2,3,2026-01-12,4,5,14,0,57
324,2,3,2026-01-13,4,5,13,0,99
325,2,3,2026-01-14,3,5,8,0,64
326,2,3,2026-01-22,4,5,9,0,103
327,2,3,2026-01-25,2,5,5,0,8
328,2,3,2026-01-26,2,5,8,0,57
329,2,3,2026-01-28,2,5,8,0,31
330,2,3,2026-01-30,4,5,10,0,100
331,2,3,2026-02-03,3,5,10,0,45
332,2,3,2026-02-05,4,5,9,0,87
333,2,3,2026-02-06,4,5,8,0,88
334,2,3,2026-02-08,4,5,20,0,112
335,2,3,2026-02-09,4,5,8,0,83
336,2,3,2026-02-12,4,5,14,0,79
337,2,3,2026-02-13,2,5,3,0,46
338,2,3,2026-02-16,3,5,11,0,63
339,3,4,2023-01-09,1,4,1,0,5
340,3,4,2023-01-19,2,4,6,0,34
341,3,4,2023-01-31,2,4,8,0,13
342,3,4,2023-02-01,1,4,2,0,20
343,3,4,2023-02-06,2,4,5,0,46
344,3,4,2023-02-10,1,4,3,0,33
345,3,4,2023-02-13,2,4,6,0,70
346,3,4,2023-02-14,2,4,2,0,37
347,3,4,2023-02-17,3,4,6,0,69
348,3,4,2023-02-20,2,4,4,0,41
349,3,4,2023-02-24,2,4,3,0,29
350,3,4,2023-03-09,3,4,12,0,65
351,3,4,2023-03-15,2,4,1,0,86
352,3,4,2023-03-16,2,4,5,0,35
353,3,4,2023-03-20,2,4,6,0,36
354,3,4,2023-03-22,1,4,1,0,35
355,3,4,2023-03-27,2,4,3,0,36
356,3,4,2023-03-30,3,4,6,0,92
357,3,4,2023-03-31,2,4,4,0,48
358,3,4,2023-04-06,2,4,6,0,40
359,3,4,2023-04-07,1,4,3,0,23
360,3,4,2023-04-12,1,4,1,0,29
361,3,4,2023-04-13,2,4,4,0,45
362,3,4,2023-04-17,1,4,1,0,33
363,3,4,2023-04-23,1,4,2,0,43
364,3,4,2023-04-26,2,4,4,0,47
365,3,4,2023-05-04,3,4,6,0,70
366,3,4,2023-05-09,3,4,10,0,76
367,3,4,2023-05-11,2,4,5,0,43
368,3,4,2023-05-12,3,4,5,0,56
369,3,4,2023-05-14,1,4,2,0,38
370,3,4,2023-05-26,2,4,4,0,68
371,3,4,2023-05-29,2,4,4,0,38
372,3,4,2023-06-01,2,4,1,0,23
373,3,4,2023-06-06,1,4,2,0,20
374,3,4,2023-06-07,2,4,6,0,42
375,3,4,2023-06-11,2,4,8,0,42
376,3,4,2023-06-12,2,4,8,0,33
377,3,4,2023-06-13,3,4,5,0,70
378,3,4,2023-06-14,2,4,7,0,23
379,3,4,2023-06-16,2,4,3,0,41
380,3,4,2023-06-20,1,4,2,0,5
381,3,4,2023-06-21,2,4,3,0,45
382,3,4,2023-06-22,2,4,5,0,25
383,3,4,2023-06-27,2,4,7,0,70
384,3,4,2023-06-28,1,4,2,0,10
385,3,4,2023-07-04,1,4,2,0,25
386,3,4,2023-07-05,2,4,5,0,49
387,3,4,2023-07-10,3,4,3,0,62
388,3,4,2023-07-19,1,4,3,0,18
389,3,4,2023-07-20,2,4,2,0,78
390,3,4,2023-07-24,1,4,2,0,22
391,3,4,2023-07-31,2,4,5,0,5
392,3,4,2023-08-07,2,4,3,0,40
393,3,4,2023-08-08,2,4,4,0,5
394,3,4,2023-08-09,2,4,4,0,61
395,3,4,2023-08-10,1,4,2,0,20
396,3,4,2023-08-17,3,4,6,0,74
397,3,4,2023-08-18,2,4,6,0,5
398,3,4,2023-08-20,2,4,6,0,21
399,3,4,2023-08-31,2,4,2,0,65
400,3,4,2023-09-04,2,4,6,0,22
401,3,4,2023-09-05,2,4,4,0,56
402,3,4,2023-09-08,2,4,4,0,36
403,3,4,2023-09-11,2,4,2,0,15
404,3,4,2023-09-14,2,4,5,0,74
405,3,4,2023-09-15,3,4,9,0,68
406,3,4,2023-09-19,3,4,8,0,49
407,3,4,2023-10-05,1,4,2,0,26
408,3,4,2023-10-06,2,4,6,0,34
409,3,4,2023-10-09,2,4,6,0,74
410,3,4,2023-10-11,2,4,7,0,47
411,3,4,2023-10-12,1,4,2,0,5
412,3,4,2023-10-13,2,4,4,0,38
413,3,4,2023-10-15,2,4,4,0,83
414,3,4,2023-10-23,1,4,3,0,26
415,3,4,2023-10-27,2,4,6,0,19
416,3,4,2023-10-31,2,4,5,0,57
417,3,4,2023-11-03,2,4,4,0,56
418,3,4,2023-11-06,1,4,1,0,25
419,3,4,2023-11-08,3,4,6,0,61
420,3,4,2023-11-14,2,4,4,0,56
421,3,4,2023-11-20,2,4,2,0,71
422,3,4,2023-11-22,1,4,2,0,17
423,3,4,2023-12-06,2,4,7,0,52
424,3,4,2023-12-08,2,4,6,0,44
425,3,4,2023-12-12,2,4,6,0,46
426,3,4,2023-12-13,1,4,3,0,17
427,3,4,2023-12-20,3,4,7,0,56
428,3,4,2023-12-22,2,4,5,0,36
429,3,4,2023-12-26,2,4,5,0,5
430,3,4,2023-12-27,2,4,4,0,37
431,3,4,2023-12-28,2,4,4,0,17
432,3,4,2023-12-29,2,4,7,0,23
433,3,4,2024-01-01,1,4,3,0,30
434,3,4,2024-01-02,2,4,6,0,48
435,3,4,2024-01-04,1,4,2,0,5
436,3,4,2024-01-05,2,4,3,0,27
437,3,4,2024-01-11,2,4,6,0,33
438,3,4,2024-01-16,1,4,2,0,34
439,3,4,2024-01-25,2,4,3,0,84
440,3,4,2024-01-30,3,4,8,0,63
441,3,4,2024-01-31,2,4,1,0,23
442,3,4,2024-02-02,1,4,1,0,5
443,3,4,2024-02-03,2,4,6,0,46
444,3,4,2024-02-16,2,4,5,0,48
445,3,4,2024-02-23,1,4,3,0,22
446,3,4,2024-03-04,1,4,1,0,11
447,3,4,2024-03-11,3,4,10,0,73
448,3,4,2024-03-16,2,4,4,0,42
449,3,4,2024-03-20,2,4,3,0,59
450,3,4,2024-03-25,2,4,5,0,22
451,3,4,2024-04-04,2,4,2,0,51
452,3,4,2024-04-11,1,4,1,0,5
453,3,4,2024-04-15,1,4,1,0,5
454,3,4,2024-04-16,2,4,2,0,59
455,3,4,2024-04-27,3,4,5,0,58
456,3,4,2024-05-01,2,4,2,0,44
457,3,4,2024-05-04,3,4,12,0,58
458,3,4,2024-05-05,2,4,5,0,45
459,3,4,2024-05-06,1,4,2,0,37
460,3,4,2024-05-09,1,4,3,0,10
461,3,4,2024-05-12,1,4,2,0,38
462,3,4,2024-05-13,3,4,4,0,38
463,3,4,2024-05-15,3,4,9,0,64
464,3,4,2024-05-20,2,4,6,0,49
465,3,4,2024-05-21,3,4,8,0,52
466,3,4,2024-05-27,2,4,3,0,77
467,3,4,2024-05-29,2,4,5,40,57
468,3,4,2024-06-03,2,4,4,16,56
469,3,4,2024-06-12,2,4,5,0,45
470,3,4,2024-06-13,2,4,4,7,31
471,3,4,2024-06-14,1,4,1,21,18
472,3,4,2024-06-20,2,4,5,0,28
473,3,4,2024-06-24,2,4,3,0,24
474,3,4,2024-06-26,2,4,6,26,34
475,3,4,2024-07-01,1,4,1,5,11
476,3,4,2024-07-02,2,4,4,24,12
477,3,4,2024-07-30,2,4,4,0,27
478,3,4,2024-08-07,2,4,3,0,38
479,3,4,2024-08-12,1,4,2,9,40
480,3,4,2024-09-02,2,4,4,0,14
481,3,4,2024-09-10,2,4,6,0,40
482,4,5,2024-03-24,24,46,109,221,539
483,4,5,2024-03-25,25,46,109,198,530
484,4,5,2024-03-29,24,46,67,175,524
485,4,5,2024-04-01,23,46,97,196,497
486,4,5,2024-04-02,41,46,151,352,893
487,4,5,2024-04-08,25,46,110,241,544
488,4,5,2024-04-11,22,46,59,214,523
489,4,5,2024-04-19,37,46,128,275,809
490,4,5,2024-04-22,17,46,65,171,346
491,4,5,2024-04-24,34,46,103,306,759
492,4,5,2024-04-26,23,46,59,218,486
493,4,5,2024-04-27,39,46,90,345,860
494,4,5,2024-04-29,19,46,61,152,402
495,4,5,2024-04-30,31,46,98,237,705
496,4,5,2024-05-02,36,46,103,306,786
497,4,5,2024-05-06,16,46,47,133,369
498,4,5,2024-05-08,21,46,52,162,456
499,4,5,2024-05-10,23,46,134,186,524
500,4,5,2024-05-13,38,46,140,335,833
501,4,5,2024-05-15,21,46,47,189,468
502,4,5,2024-05-20,29,46,52,237,679
503,4,5,2024-05-22,31,46,91,277,664
504,4,5,2024-05-24,40,46,141,295,892
505,4,5,2024-05-27,27,46,66,232,587
506,4,5,2024-06-04,28,46,111,252,603
507,4,5,2024-06-12,27,46,68,204,609
508,4,5,2024-06-14,16,46,58,140,338
509,4,5,2024-06-20,29,46,86,261,664
510,4,5,2024-06-22,19,46,94,129,439
511,4,5,2024-06-26,27,46,73,222,617
512,4,5,2024-06-28,23,46,74,205,513
513,4,5,2024-07-03,33,46,124,276,735
514,4,5,2024-07-04,23,46,72,225,522
515,4,5,2024-07-05,23,46,79,196,495
516,4,5,2024-07-10,17,46,62,153,375
517,4,5,2024-07-12,16,46,46,152,335
518,4,5,2024-07-17,37,46,90,271,805
519,4,5,2024-07-25,31,46,126,213,683
520,4,5,2024-07-30,18,46,61,154,365
521,4,5,2024-08-02,19,46,63,139,439
522,4,5,2024-08-08,38,46,177,287,855
523,4,5,2024-08-15,26,46,66,217,575
524,4,5,2024-08-19,42,46,144,356,894
525,4,5,2024-08-20,35,46,149,281,791
526,4,5,2024-08-21,28,46,68,210,631
527,4,5,2024-08-23,23,46,77,156,516
528,4,5,2024-08-27,28,46,102,213,611
529,4,5,2024-08-29,19,46,77,149,408
530,4,5,2024-08-30,31,46,134,269,647
531,4,5,2024-09-03,34,46,169,253,775
532,4,5,2024-09-06,17,46,43,136,343
533,4,5,2024-09-10,35,46,99,277,753
534,4,5,2024-09-14,34,46,93,302,737
535,4,5,2024-09-19,36,46,121,244,792
536,4,5,2024-09-23,29,46,118,249,633
537,4,5,2024-09-26,28,46,108,213,607
538,4,5,2024-10-01,23,46,96,195,497
539,4,5,2024-10-09,31,46,151,231,681
540,4,5,2024-10-11,37,46,109,328,817
541,4,5,2024-10-23,29,46,99,214,619
542,4,5,2024-10-24,22,46,63,206,494
543,4,5,2024-10-25,20,46,54,200,427
544,4,5,2024-10-28,17,46,49,136,343
545,4,5,2024-10-29,37,46,144,322,806
546,4,5,2024-10-30,16,46,54,112,349
547,4,5,2024-11-04,27,46,82,223,626
548,4,5,2024-11-09,16,46,55,171,359
549,4,5,2024-11-11,16,46,60,119,378
550,4,5,2024-11-12,29,46,83,179,649
551,4,5,2024-11-14,39,46,92,324,858
552,4,5,2024-11-18,25,46,107,196,545
553,4,5,2024-11-20,19,46,67,161,422
554,4,5,2024-11-21,34,46,142,305,731
555,4,5,2024-11-22,28,46,95,193,613
556,4,5,2024-11-25,19,46,59,166,398
557,4,5,2024-11-27,17,46,63,111,380
558,4,5,2024-11-29,16,46,57,137,345
559,4,5,2024-12-02,22,46,62,209,461
560,4,5,2024-12-03,33,46,172,263,729
561,4,5,2024-12-09,38,46,80,289,828
562,4,5,2024-12-13,35,46,114,254,792
563,4,5,2024-12-15,34,46,135,280,765
564,4,5,2024-12-17,27,46,97,262,613
565,4,5,2024-12-25,29,46,112,224,670
566,4,5,2024-12-26,27,46,123,304,597
567,4,5,2024-12-27,34,46,144,282,731
568,4,5,2025-01-06,34,46,109,296,749
569,4,5,2025-01-08,17,46,74,131,387
570,4,5,2025-01-09,28,46,80,287,641
571,4,5,2025-01-10,20,46,53,211,441
572,4,5,2025-01-13,35,46,66,296,754
573,4,5,2025-01-14,37,46,92,301,806
574,4,5,2025-01-16,28,46,114,231,629
575,4,5,2025-01-21,29,46,85,250,664
576,4,5,2025-01-23,21,46,95,152,460
577,4,5,2025-01-24,36,46,93,306,777
578,4,5,2025-01-31,29,46,112,223,593
579,4,5,2025-02-03,24,46,62,193,510
580,4,5,2025-02-05,35,46,113,305,798
581,4,5,2025-02-06,28,46,81,247,607
582,4,5,2025-02-07,28,46,85,211,625
583,4,5,2025-02-08,30,46,103,239,670
584,4,5,2025-02-12,29,46,118,268,639
585,4,5,2025-02-25,37,46,189,280,818
586,4,5,2025-02-26,27,46,95,235,567
587,4,5,2025-03-07,30,46,142,235,673
588,4,5,2025-03-12,18,46,58,151,401
589,4,5,2025-03-13,21,46,81,207,446
590,4,5,2025-03-14,40,46,70,343,887
591,4,5,2025-03-17,33,46,120,273,746
592,4,5,2025-03-19,24,46,100,235,547
593,4,5,2025-03-20,19,46,58,129,422
594,4,5,2025-03-21,40,46,100,302,868
595,4,5,2025-03-25,36,46,83,283,791
596,4,5,2025-03-26,16,46,60,119,350
597,4,5,2025-03-27,23,46,35,252,502
598,4,5,2025-03-31,18,46,97,139,400
599,4,5,2025-04-01,19,46,44,139,437
600,4,5,2025-04-02,21,46,93,169,452
601,4,5,2025-04-03,31,46,92,294,676
602,4,5,2025-04-08,33,46,145,265,728
603,4,5,2025-04-10,30,46,88,277,677
604,4,5,2025-04-14,17,46,73,150,386
