invoice_item_id,invoice_id,customer_id,subscription_id,plan_id,description,item_type,quantity,unit_price,amount
90,86,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
91,87,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
92,88,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
93,89,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
94,90,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
95,91,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
96,92,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
97,93,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
98,94,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
99,95,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
100,96,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
101,97,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
102,98,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
103,99,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
104,100,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
105,101,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
106,102,8,10,2,Team plan · 2 seats,subscription,2,59.00,118.00
107,103,8,10,2,Team plan · 3 seats,subscription,3,59.00,177.00
108,104,8,10,2,Team plan · 3 seats,subscription,3,59.00,177.00
109,105,8,10,2,Team plan · 4 seats,subscription,4,59.00,236.00
110,106,8,10,2,Team plan · 4 seats,subscription,4,59.00,236.00
111,107,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
112,108,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
113,109,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
114,110,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
115,111,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
116,112,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
117,113,9,11,2,Team plan · 19 seats,subscription,19,59.00,1121.00
118,114,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
119,115,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
120,116,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
121,117,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
122,118,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
123,119,9,11,2,Team plan · 20 seats,subscription,20,59.00,1180.00
124,120,9,11,2,Team plan · 22 seats,subscription,22,59.00,1298.00
125,121,9,11,2,Team plan · 22 seats,subscription,22,59.00,1298.00
126,122,10,12,1,Starter plan · 3 seats,subscription,3,29.00,87.00
127,123,10,12,1,Starter plan · 3 seats,subscription,3,29.00,87.00
128,124,10,12,1,Starter plan · 3 seats,subscription,3,29.00,87.00
129,125,11,13,2,Team plan · 12 seats,subscription,12,59.00,708.00
130,126,11,13,2,Team plan · 12 seats,subscription,12,59.00,708.00
131,127,11,13,2,Team plan · 12 seats,subscription,12,59.00,708.00
132,128,11,13,2,Team plan · 12 seats,subscription,12,59.00,708.00
133,129,12,14,4,Enterprise annual · 223 seats,subscription,223,1490.00,332270.04
134,129,12,14,4,Implementation and onboarding,one_time,1,7500.00,7500.00
135,129,12,14,4,Customer success package,addon,1,3600.00,3600.00
136,130,13,15,3,Business annual · 83 seats,subscription,83,990.00,82170.00
137,131,13,15,3,Business annual · 100 seats,subscription,100,990.00,99000.00
138,132,13,15,3,Business annual · 100 seats,subscription,100,990.00,99000.00
139,133,13,15,3,Business annual · 100 seats,subscription,100,990.00,99000.00
140,134,14,16,2,Team annual · 50 seats,subscription,50,590.00,29499.96
141,135,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
142,136,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
143,137,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
144,138,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
145,139,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
146,140,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
147,141,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
148,142,15,17,3,Business plan · 39 seats,subscription,39,99.00,3861.00
149,143,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
150,144,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
151,145,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
152,146,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
153,147,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
154,148,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
155,149,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
156,150,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
157,151,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
158,152,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
159,153,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
160,154,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
161,155,16,18,2,Team plan · 30 seats,subscription,30,59.00,1770.00
162,156,17,19,3,Business annual · 381 seats,subscription,381,990.00,377190.00
163,157,17,19,4,Enterprise annual · 381 seats,subscription,381,1490.00,567690.00
164,158,17,19,4,Enterprise annual · 423 seats,subscription,423,1490.00,630270.00
165,159,18,20,4,Enterprise annual · 17 seats,subscription,17,1490.00,25329.96
166,160,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
167,161,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
168,162,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
169,163,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
170,164,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
171,165,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
172,166,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
173,167,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
174,168,19,21,2,Team plan · 35 seats,subscription,35,59.00,2065.00
175,169,19,22,1,Starter plan · 10 seats,subscription,10,29.00,290.00
176,170,20,23,2,Team annual · 4 seats,subscription,4,590.01,2360.04
177,171,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
178,172,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
179,173,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
180,174,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
181,175,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
182,176,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
183,177,21,24,2,Team plan · 2 seats,subscription,2,59.00,118.00
184,178,22,25,2,Team plan · 12 seats,subscription,12,59.00,708.00
185,179,22,25,2,Team plan · 12 seats,subscription,12,59.00,708.00
186,180,22,25,2,Team plan · 12 seats,subscription,12,59.00,708.00
187,181,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
188,182,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
189,183,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
190,184,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
191,185,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
192,186,22,25,2,Team plan · 14 seats,subscription,14,59.00,826.00
193,187,23,26,1,Starter plan · 6 seats,subscription,6,29.00,174.00
194,188,23,26,1,Starter plan · 6 seats,subscription,6,29.00,174.00
195,189,23,26,1,Starter plan · 6 seats,subscription,6,29.00,174.00
196,190,23,26,1,Starter plan · 6 seats,subscription,6,29.00,174.00
197,191,23,26,1,Starter plan · 6 seats,subscription,6,29.00,174.00
198,192,24,27,2,Team plan · 13 seats,subscription,13,59.00,767.00
199,193,24,27,2,Team plan · 13 seats,subscription,13,59.00,767.00
200,194,24,27,2,Team plan · 13 seats,subscription,13,59.00,767.00
201,195,24,27,2,Team plan · 15 seats,subscription,15,59.00,885.00
202,196,24,27,2,Team plan · 15 seats,subscription,15,59.00,885.00
203,197,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
204,198,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
205,198,24,27,3,Additional storage,addon,1,129.00,129.00
206,199,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
207,200,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
208,201,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
209,202,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
210,203,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
211,204,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
212,205,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
213,205,24,27,3,Additional storage,addon,1,49.00,49.00
214,206,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
215,207,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
216,207,24,27,3,Additional storage,addon,1,79.00,79.00
217,208,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
218,208,24,27,3,Additional storage,addon,1,129.00,129.00
219,209,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
220,210,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
221,211,24,27,3,Business plan · 15 seats,subscription,15,99.00,1485.00
222,211,24,27,3,Additional storage,addon,1,79.00,79.00
223,212,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
224,213,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
225,213,24,27,3,Additional storage,addon,1,79.00,79.00
226,214,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
227,215,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
228,216,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
229,217,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
230,218,24,27,3,Business plan · 18 seats,subscription,18,99.00,1782.00
231,219,25,28,2,Team plan · 5 seats,subscription,5,59.00,295.00
232,220,25,28,2,Team plan · 5 seats,subscription,5,59.00,295.00
233,221,25,28,2,Team plan · 5 seats,subscription,5,59.00,295.00
234,222,25,28,2,Team plan · 5 seats,subscription,5,59.00,295.00
235,223,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
236,224,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
237,225,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
238,226,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
239,227,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
240,228,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
241,229,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
242,230,25,28,2,Team plan · 6 seats,subscription,6,59.00,354.00
243,231,25,28,3,Business plan · 6 seats,subscription,6,99.00,594.00
244,232,25,28,3,Business plan · 6 seats,subscription,6,99.00,594.00
245,232,25,28,3,Additional storage,addon,1,49.00,49.00
246,233,25,28,3,Business plan · 6 seats,subscription,6,99.00,594.00
247,234,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
248,235,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
249,236,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
250,237,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
251,238,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
252,239,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
253,240,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
254,241,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
255,242,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
256,242,26,29,3,Additional storage,addon,1,129.00,129.00
257,243,26,29,3,Business plan · 15 seats,subscription,15,99.00,1485.00
258,244,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
259,245,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
260,246,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
261,247,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
262,248,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
263,249,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
264,250,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
265,251,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
266,252,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
267,253,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
268,254,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
269,255,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
270,256,27,30,1,Starter plan · 10 seats,subscription,10,29.00,290.00
271,257,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
272,258,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
273,259,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
274,260,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
275,261,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
276,262,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
277,263,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
278,264,27,31,1,Starter plan · 6 seats,subscription,6,29.00,174.00
279,265,28,32,2,Team annual · 8 seats,subscription,8,590.00,4719.96
280,266,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
281,267,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
282,268,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
283,269,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
284,270,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
285,271,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
286,272,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
287,273,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
288,274,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
289,275,29,33,1,Starter plan · 10 seats,subscription,10,29.00,290.00
290,276,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
291,277,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
292,278,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
293,279,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
294,280,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
295,281,30,34,1,Starter plan · 2 seats,subscription,2,29.00,58.00
296,282,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
297,283,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
298,284,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
299,285,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
300,286,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
301,287,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
302,288,30,34,1,Starter plan · 3 seats,subscription,3,29.00,87.00
303,289,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
304,290,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
305,291,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
306,292,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
307,293,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
308,294,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
309,295,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
310,296,31,35,2,Team plan · 11 seats,subscription,11,49.17,540.83
311,297,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
312,298,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
313,299,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
314,300,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
315,301,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
316,302,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
317,303,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
318,304,31,35,2,Team plan · 12 seats,subscription,12,49.17,590.00
319,305,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
320,306,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
321,307,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
322,308,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
323,309,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
324,310,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
325,311,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
326,312,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
327,313,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
328,314,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
329,315,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
330,316,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
331,317,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
332,318,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
333,319,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
334,320,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
335,321,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
336,322,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
337,323,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
338,324,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
339,325,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
340,326,31,35,1,Starter plan · 10 seats,subscription,10,29.00,290.00
341,327,32,36,3,Business annual · 85 seats,subscription,85,990.00,84150.00
342,327,32,36,3,Implementation and onboarding,one_time,1,1500.00,1500.00
343,328,32,36,4,Enterprise annual · 85 seats,subscription,85,1490.00,126650.04
344,328,32,36,4,Customer success package,addon,1,6000.00,6000.00
345,329,32,36,4,Enterprise annual · 85 seats,subscription,85,1490.00,126650.04
346,330,33,37,1,Starter plan · 6 seats,subscription,6,29.00,174.00
347,331,34,38,2,Team plan · 37 seats,subscription,37,59.00,2183.00
348,332,34,38,2,Team plan · 37 seats,subscription,37,59.00,2183.00
349,333,34,38,2,Team plan · 37 seats,subscription,37,59.00,2183.00
350,334,34,38,2,Team plan · 37 seats,subscription,37,59.00,2183.00
351,335,34,38,2,Team plan · 37 seats,subscription,37,59.00,2183.00
352,336,34,38,3,Business plan · 37 seats,subscription,37,99.00,3663.00
353,337,34,38,3,Business plan · 37 seats,subscription,37,99.00,3663.00
354,338,34,38,3,Business plan · 37 seats,subscription,37,99.00,3663.00
355,339,34,38,3,Business plan · 37 seats,subscription,37,99.00,3663.00
356,340,34,38,3,Business plan · 37 seats,subscription,37,99.00,3663.00
357,341,34,38,3,Business plan · 30 seats,subscription,30,99.00,2970.00
358,342,34,38,3,Business plan · 30 seats,subscription,30,99.00,2970.00
359,343,34,38,3,Business plan · 30 seats,subscription,30,99.00,2970.00
360,344,34,38,3,Business plan · 32 seats,subscription,32,99.00,3168.00
361,345,34,38,3,Business plan · 32 seats,subscription,32,99.00,3168.00
362,346,34,38,3,Business plan · 32 seats,subscription,32,99.00,3168.00
363,346,34,38,3,Additional storage,addon,1,49.00,49.00
364,347,34,38,3,Business plan · 32 seats,subscription,32,99.00,3168.00
365,347,34,38,3,Additional storage,addon,1,49.00,49.00
366,348,34,38,3,Business plan · 32 seats,subscription,32,99.00,3168.00
367,349,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
368,350,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
369,351,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
370,352,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
371,353,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
372,354,35,39,2,Team plan · 19 seats,subscription,19,59.00,1121.00
373,355,35,39,3,Business plan · 19 seats,subscription,19,99.00,1881.00
374,356,35,39,3,Business plan · 19 seats,subscription,19,99.00,1881.00
375,357,35,39,3,Business plan · 19 seats,subscription,19,99.00,1881.00
376,358,35,39,3,Business plan · 19 seats,subscription,19,99.00,1881.00
377,359,35,39,3,Business plan · 19 seats,subscription,19,99.00,1881.00
378,360,36,40,2,Team annual · 13 seats,subscription,13,590.00,7670.04
379,361,36,40,2,Team annual · 14 seats,subscription,14,590.00,8259.96
380,362,36,40,2,Team annual · 14 seats,subscription,14,590.00,8259.96
381,363,37,41,3,Business annual · 356 seats,subscription,356,990.00,352440.00
382,363,37,41,3,Implementation and onboarding,one_time,1,2500.00,2500.00
383,364,37,41,4,Enterprise annual · 411 seats,subscription,411,1490.00,612390.00
384,365,38,42,3,Business annual · 19 seats,subscription,19,990.00,18810.00
385,366,38,42,3,Business annual · 21 seats,subscription,21,990.00,20790.00
386,367,38,42,4,Enterprise annual · 24 seats,subscription,24,1490.00,35760.00
387,368,38,42,3,Business annual · 31 seats,subscription,31,990.00,30690.00
388,369,39,43,1,Starter plan · 2 seats,subscription,2,29.00,58.00
389,370,39,43,1,Starter plan · 2 seats,subscription,2,29.00,58.00
390,371,39,43,1,Starter plan · 2 seats,subscription,2,29.00,58.00
